標題,來源,日期,網址
《資訊服務》訊連威力導演 Mac也能用,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E8%B3%87%E8%A8%8A%E6%9C%8D%E5%8B%99-%E8%A8%8A%E9%80%A3%E5%A8%81%E5%8A%9B%E5%B0%8E%E6%BC%94-mac%E4%B9%9F%E8%83%BD%E7%94%A8-002405389.html
【公告】訊連第八次庫藏股執行完畢,Yahoo奇摩股市,2020年12月4日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%A8%8A%E9%80%A3%E7%AC%AC%E5%85%AB%E6%AC%A1%E5%BA%AB%E8%97%8F%E8%82%A1%E5%9F%B7%E8%A1%8C%E5%AE%8C%E7%95%A2-092812403.html
《資訊服務》訊連買回200萬股庫藏股 每股均價103.9元,Yahoo奇摩股市,2020年12月4日,https://tw.stock.yahoo.com/news/%E8%B3%87%E8%A8%8A%E6%9C%8D%E5%8B%99-%E8%A8%8A%E9%80%A3%E8%B2%B7%E5%9B%9E200%E8%90%AC%E8%82%A1%E5%BA%AB%E8%97%8F%E8%82%A1-%E6%AF%8F%E8%82%A1%E5%9D%87%E5%83%B9103-9%E5%85%83-091717775.html
【公告】訊連2020年第三次買回庫藏股累計買回股份數量達公司已發行股份總額百分之二。,Yahoo奇摩股市,2020年12月2日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%A8%8A%E9%80%A32020%E5%B9%B4%E7%AC%AC%E4%B8%89%E6%AC%A1%E8%B2%B7%E5%9B%9E%E5%BA%AB%E8%97%8F%E8%82%A1%E7%B4%AF%E8%A8%88%E8%B2%B7%E5%9B%9E%E8%82%A1%E4%BB%BD%E6%95%B8%E9%87%8F%E9%81%94%E5%85%AC%E5%8F%B8%E5%B7%B2%E7%99%BC%E8%A1%8C%E8%82%A1%E4%BB%BD%E7%B8%BD%E9%A1%8D%E7%99%BE%E5%88%86%E4%B9%8B%E4%BA%8C-085834046.html
《資訊服務》訊連已買回172.8萬股庫藏股每股均價103.59元,Yahoo奇摩股市,2020年12月2日,https://tw.stock.yahoo.com/news/%E8%B3%87%E8%A8%8A%E6%9C%8D%E5%8B%99-%E8%A8%8A%E9%80%A3%E5%B7%B2%E8%B2%B7%E5%9B%9E172-8%E8%90%AC%E8%82%A1%E5%BA%AB%E8%97%8F%E8%82%A1-%E6%AF%8F%E8%82%A1%E5%9D%87%E5%83%B9103-59%E5%85%83-090223983.html
訊連攜Google 攻虛擬美妝,UDN 聯合新聞網,2020年11月18日,https://udn.com/news/story/7253/5025484
訊連刷臉技術 列全球十強,UDN 聯合新聞網,2020年12月2日,https://udn.com/news/story/7253/5058322
高雄豪宅新天價每坪95萬實價登錄沒揭露地政局證實,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/video/%E9%AB%98%E9%9B%84%E8%B1%AA%E5%AE%85%E6%96%B0%E5%A4%A9%E5%83%B9%E6%AF%8F%E5%9D%AA95%E8%90%AC-%E5%AF%A6%E5%83%B9%E7%99%BB%E9%8C%84%E6%B2%92%E6%8F%AD%E9%9C%B2-%E5%9C%B0%E6%94%BF%E5%B1%80%E8%AD%89%E5%AF%A6-122608800.html
加速數位金融生態成形！交大科技管理暨區塊鏈研究中心推產學合作計劃,Yahoo奇摩理財,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%8A%A0%E9%80%9F%E6%95%B8%E4%BD%8D%E9%87%91%E8%9E%8D%E7%94%9F%E6%85%8B%E6%88%90%E5%BD%A2-%E4%BA%A4%E5%A4%A7%E7%A7%91%E6%8A%80%E7%AE%A1%E7%90%86%E6%9A%A8%E5%8D%80%E5%A1%8A%E9%8F%88%E7%A0%94%E7%A9%B6%E4%B8%AD%E5%BF%83%E6%8E%A8%E7%94%A2%E5%AD%B8%E5%90%88%E4%BD%9C%E8%A8%88%E5%8A%83-130000272.html?bcmt=1
《電機股》亞德客-KY11月營收衝上史上次高,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E9%9B%BB%E6%A9%9F%E8%82%A1-%E4%BA%9E%E5%BE%B7%E5%AE%A2-ky11%E6%9C%88%E7%87%9F%E6%94%B6%E8%A1%9D%E4%B8%8A%E5%8F%B2%E4%B8%8A%E6%AC%A1%E9%AB%98-233746775.html
